Output Freq,Input Freq,Offset,Uplink Tone,Downlink Tone,"Location",County,Lat,Long,Call,Use,Op Status,Mode,Digital Access,EchoLink,IRLP,AllStar,Coverage,Status,Last Update
444.50000,449.50000,+,127.3,,"Accokeek",Prince Georges,38.66759872,-77.02829742,W3TOM,OPEN,Unknown,Analog/analog,,,,,,Unknown,2023-01-07
444.65000,449.65000,+,,,"Upper Marlboro",Prince Georges,38.89174000,-76.79692000,N3LHD,OPEN,On-Air,DMR,6,,,,Wide area,On-Air,2023-02-19
444.70000,449.70000,+,167.9,,"Laurel",Prince Georges,39.09930038,-76.84829712,WA3GPC,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-10-30
444.75000,449.75000,+,162.2,CSQ,"Havre de Grace - Harford Memorial Hospital",Harford,39.54466700,-76.09400000,KC3FHC,OPEN,On-Air,Analog,,,,,,On-Air,2020-09-27
444.80000,449.80000,+,,,"Frederick - Gambrill Mountain",Frederick,39.49459839,-77.49870300,W3FDK,OPEN,On-Air,DStar,,,,,Wide area,On-Air,2022-04-02
444.95000,449.95000,+,156.7,156.7,"Lusby - Appeal Landfill",Calvert,38.38183560,-76.44365510,K3CAL,OPEN,On-Air,YSF/analog,,,,,,On-Air,2022-04-06
446.46000,446.46000,x,,,"Bel Air",Harford,39.54000000,-76.33000000,KC3WRK,Open,On-Air,DMR,,,,,,On-Air,2024-02-11
447.07500,442.07500,-,167.9,,"Aquasco",Prince Georges,38.63954600,-76.76866667,N3ARN,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-10-23
447.12500,442.12500,-,123.0,123.0,"Hagerstown",Washington,39.62670135,-77.71050262,W3ARK,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-04-10
447.32500,442.32500,-,131.8,,"Elkton",Cecil,39.60680008,-75.83329773,W3BXW,OPEN,Unknown,Analog/analog,,,,,,Unknown,2021-07-15
447.32500,442.32500,-,114.8,,"Potomac",Montgomery,39.01819992,-77.20860291,K3BSB,OPEN,Unknown,Analog/analog,,,,,,Unknown,2024-10-15
447.32500,442.32500,-,110.9,,"Lanham - Doctors Community Hospital",Prince Georges,38.98080063,-76.86530304,K3ERA,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-04-11
447.37500,442.37500,-,67.0,,"Middle River",Baltimore,39.33691500,-76.45646500,W3DAK,OPEN,On-Air,Analog/analog,,,,,,On-Air,2023-05-29
447.97500,442.97500,-,100.0,100.0,"Pen Mar - High Rock",Washington,39.69589996,-77.51390076,W3CWC,OPEN,On-Air,YSF/analog,,,,,,On-Air,2021-05-20
447.98750,442.98750,-,,,"Bel Air",Harford,39.58050156,-76.34739685,KC3FHC,OPEN,On-Air,DStar,,,,,,On-Air,2020-05-12
448.02500,443.02500,-,103.5,103.5,"Thurmont",Frederick,39.61909866,-77.49500275,K3KMA,OPEN,On-Air,Analog/analog,,481682,,,,On-Air,2023-02-11
448.12500,443.12500,-,123.0,,"Frederick",Frederick,39.41429901,-77.41049957,K3MAD,OPEN,Unknown,P25,734,,,,,Unknown,2021-06-29
448.22500,443.22500,-,107.2,,"Centreville",Queen Annes,39.04180145,-76.06629944,KE3AO,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-10-30
448.27500,443.27500,-,156.7,156.7,"Cooksville",Howard,39.31765860,-77.02039130,K3CUJ,OPEN,Testing,YSF/analog,,,,,,Testing,2023-09-15
448.32500,443.32500,-,,,"Baltimore",Baltimore,39.29040146,-76.61219788,WB3DZO,OPEN,Unknown,Analog/analog,,,,,,Unknown,2015-07-19
448.42500,443.42500,-,100.0,100.0,"Frederick - Gambrill State Park",Frederick,39.49416670,-77.49850000,K3ERM,OPEN,On-Air,YSF/analog,,,,,,On-Air,2023-06-19
448.47500,443.47500,-,,,"Jarrettsville",Harford,39.60449982,-76.47769928,N3UR,OPEN,Unknown,Analog/analog,,,,,,Unknown,2021-03-18
448.52500,443.52500,-,82.5,,"Cockeysville",Baltimore,39.48120117,-76.64389801,KB3BHO,OPEN,On-Air,Analog/analog,,,,,,On-Air,2017-08-06
448.52500,443.52500,-,110.9,,"Fort Washington",Prince Georges,38.70729828,-77.02300262,KC3BFB,OPEN,Unknown,Analog/analog,,,,,,Unknown,2023-01-07
448.57500,443.57500,-,,,"Mount Airy",Carroll,39.37621450,-77.15470400,KC3TWN,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-04-07
448.57500,443.57500,-,107.2,,"Elkton",Cecil,39.56083000,-75.88980000,N3RCN,OPEN,Unknown,Analog/analog,,,,,,Unknown,2022-03-21
448.67500,443.67500,-,91.5,,"Dundalk - Key Bridge",Baltimore,39.24470139,-76.49909973,KC3APF,OPEN,On-Air,YSF/analog,,,,,,On-Air,2023-09-15
448.92500,443.92500,-,167.9,,"Suitland",Prince Georges,38.84859848,-76.92420197,N3ST,OPEN,On-Air,Analog/analog,,,,,,On-Air,2020-12-06
449.02500,29.56000,s,141.3,,"Silver Spring",Montgomery,38.99069977,-77.02610016,N3AUY,OPEN,On-Air,Analog/analog,,,,,,On-Air,2015-04-13
449.02500,444.02500,-,156.7,,"Silver Spring",Montgomery,38.99069977,-77.02610016,N3AUY,OPEN,On-Air,Analog/analog,,,,,,On-Air,2017-08-06
449.07500,444.07500,-,,,"Owings Mills",Baltimore,39.41954990,-76.78025280,N3CDY,OPEN,On-Air,DMR,1,,,,,On-Air,2022-05-09
449.12500,444.12500,-,107.2,,"Millersville",Anne Arundel,39.09889984,-76.62229919,W3CU,OPEN,On-Air,YSF/analog,,,,,,On-Air,2024-01-26
449.17500,444.17500,-,156.7,,"Chestertown - University of Maryland Shore Medical Center at Che",Kent,39.21720123,-76.06559753,K3ARS,OPEN,On-Air,YSF/analog,,,,,,On-Air,2021-04-09
449.27500,444.27500,-,107.2,,"Towson",Baltimore,39.40150070,-76.60189819,N3CDY,CLOSED,On-Air,P25/analog,293,,,,,On-Air,2022-10-02
449.47500,444.47500,-,,,"Columbia",Howard,39.19390106,-76.93000031,K3CUJ,OPEN,On-Air,YSF,,,,,,On-Air,2023-02-19
449.52500,444.52500,-,100.0,,"Ellicott City",Howard,39.26729965,-76.79830170,N3EZD,OPEN,On-Air,Analog/analog,,,,,,On-Air,2023-02-19
449.57500,444.57500,-,123.0,123.0,"Essex - Kenwood High School",Baltimore,39.32583300,-76.46222200,W3PGA,OPEN,On-Air,YSF/analog,,,,,,On-Air,2021-08-07
449.61250,444.61250,-,,,"Bel Air",Harford,39.53590012,-76.34829712,KB3WHR,OPEN,On-Air,DMR,1,,,,,On-Air,2024-08-17
449.67500,444.67500,-,167.9,,"Timonium",Baltimore,39.44831100,-76.68195600,N3ST,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-12-13
449.77500,444.77500,-,162.2,162.2,"Forest Hill",Harford,39.58050156,-76.34739685,KC3FHC,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-08-07
449.82500,444.82500,-,167.9,,"Port Deposit",Cecil,39.63793600,-76.07462200,WA3SFJ,OPEN,On-Air,YSF/analog,,,,,,On-Air,2023-02-22
449.87500,444.87500,-,127.3,127.3,"Westminster",Carroll,39.56655600,-76.97381100,K3PZN,OPEN,On-Air,YSF/analog,,,,,,On-Air,2021-12-13
923.25000,1265.25000,s,,,"Laurel",Anne Arundel,39.09930038,-76.84829712,K3UQQ,OPEN,Off-Air,Analog,,,,,,Off-Air,0000-00-00
923.25000,1277.25000,s,,,"Rockville",Montgomery,39.08399963,-77.15280151,K3ATV,OPEN,Off-Air,Analog,,,,,,Off-Air,0000-00-00
927.13750,902.13750,-,,,"Rockville",Montgomery,39.08399730,-77.15275780,WA3KOK,OPEN,Testing,Analog,,,,,,Testing,2023-01-09
927.51250,902.51250,-,156.7,,"Owings Mills",Baltimore,39.41960144,-76.78029633,N3CDY,OPEN,Off-Air,Analog/analog,,,,,,Off-Air,2017-02-23
927.53750,902.53750,-,156.7,,"Dayton",Howard,39.23920059,-76.98690033,W3YVV,OPEN,On-Air,Analog/analog,,,,,,On-Air,2020-10-28
927.72500,902.72500,-,156.7,,"Ashton",Montgomery,39.14469910,-76.98629761,K3WX,OPEN,On-Air,Analog/analog,,,4088,,,On-Air,2017-07-30
1248.10000,1248.10000,x,,,"Bel Air",Harford,39.58050156,-76.34739685,KC3FHC,OPEN,On-Air,DStar,,,,,,On-Air,2020-05-12
1282.30000,1262.30000,-,,,"Bel Air",Harford,39.58050156,-76.34739685,KC3FHC,OPEN,On-Air,DStar,,,,,,On-Air,2020-05-12
